client_id;code;name;address;city;client_status;province;postal_code;contrat_id;contrat_code;1;à concatener avec 1?;2;3;4;contrat_status
f54093f0-7913-4703-9ce6-eec272e3c180;000GA-4519;LES JARDINS DU SOUVENIR;75, BOUL. FOURNIER;GATINEAU, QC;active;;J8X 3P5;8ad4a1a9-74dd-4135-bd5b-15ab8ed34335;GA4519-016;SURVEILLANCE, FÊTE HALLOWEEN;DEMANDEUR: NATACHA COUSINEAU;6 CIMETIÈRES;75, BOUL FOURNIER;GATINEAU,qc, J8X 3P5;active
95978b33-ab75-4451-97f0-86813c82a112;ABF1A;ABF MINES INC;127-A, AVENUE MARCEL-BARIL;ROUYN-NORANDA;active;;J9X 7B9;e53321b2-887d-48e8-985b-3200b24cebb7;API-ABF1A;;;ABF MINES;127-A, AVENUE MARCEL-BARIL;ROUYN-NORANDA,qc, J9X 7B9;active
103375f6-5aec-4217-b392-4cde46062ad1;SMCC1G;MUSEE CANADIEN DE L'HISTOIRE;100, RUE LAURIER;GATINEAU, QC;active;;K1A 0M8;d701b645-b9e5-4bd4-bfce-a828a8218c34;SMCC1G-892;;;A. LASSONDE INC;;;active
7f724570-bc1a-4687-91aa-1f7183f13984;PSQ1G;SIGNALISATION PROSIGN QUEBEC INC.;19-3, RUE DE LA PLACE TEMPLETON;GATINEAU;active;;J8R 3Y5;45421c34-eacd-41f9-8489-11a10b790449;PSQ1G-041;VEHICULE ESCORTE;;A5, BRETELLE ST-RAYMOND;;;active
c364fe02-414a-4ed6-8c98-64f8e7d444f3;000GA-4504;ADMINISTRATION GARDA;;;active;;;10f6cecd-65f1-44b7-a1d9-2e65faa439f8;GA-4504-15;SURVEILLANCE;;;;;active
c364fe02-414a-4ed6-8c98-64f8e7d444f3;000GA-4504;ADMINISTRATION GARDA;;;active;;;47d2b87f-397c-4096-9509-a074ed72880e;GA-4504-16;PRÉVENTION DES PERTES;PATRICK DESFORGES;;;;active
bae3b27a-97e5-4581-8e30-e353c3fcbb4f;ZADMIN000PAT;SERVICES DE PATROUILLES ET INSPECTIONS;;;active;;;dd1da659-c133-409e-8788-4bcefd70ea0a;GA-4504-12;ALARMES ET PATROUILLES, AGENTS;;ABITIBI;;;active
10f4aa24-e44e-4b96-b4fc-8210baf4a56d;ZADMIN000SIGN;ADMINISTRATION GESTION TRAFIC;;;active;;;2b85fd7f-8c28-43fd-9a14-f8d6d3e538c0;GA-4504-18;ADMIN SIGNALISATION;;;;;active
0e0b9f72-eb85-46ac-b393-21c323c60ce5;0000310103;REITMANS (CANADA) LTD;250, SAUVE OUEST;MONTREAL, QC;active;;H3L 1Z2;8f25d154-b341-4896-a498-a4daa3be7841;310103-01;;;ADDITION ELLE #4510, PROMENADE DE L'OUTAOUAIS;1076, BOUL MALONEY OUEST;GATINEAU,qc, J8T 3R6;active
218014b8-6326-4c83-be45-4d58029fd14a;MI-ADM;ADMINISTRATION MIRADO;;;active;;;23b338e2-b5e1-4537-a8a2-d97e3f235876;MI-ADM-002;ERREUR BOOKING;;;;;active
0e0b9f72-eb85-46ac-b393-21c323c60ce5;0000310103;REITMANS (CANADA) LTD;250, SAUVE OUEST;MONTREAL, QC;active;;H3L 1Z2;8eb00572-ef3c-46e9-bddd-a27d33a84cf9;310103-4610;;;ADDITION-ELLE, RIOCAN LA GAPPE;C3-79, BOUL DE LA GAPPE;GATINEAU,qc, J8T 0B5;active
e329f78e-d6fc-48ac-904e-b303ec4519f4;ARVO1A;AEROPORT REGIONAL DE VAL-D'OR INC;2-93, RUE ARSENAULT;VAL-D'OR (QUÉBEC);active;;J9P 0E9;fa5ee837-e816-4ea6-ba9a-50dd59025dbd;ARVO1A-001;;;AEROPORT REGIONAL DE VAL-D'OR INC;2-93, RUE ARSENAULT;VAL-D'OR,qc, J9P 0E9;active
e329f78e-d6fc-48ac-904e-b303ec4519f4;ARVO1A;AEROPORT REGIONAL DE VAL-D'OR INC;2-93, RUE ARSENAULT;VAL-D'OR (QUÉBEC);active;;J9P 0E9;5d2c25ca-0a7a-48b3-ba12-61ceeefcda23;ARVO1A-002;FORMATION;;AEROPORT REGIONAL DE VAL-D'OR INC;2-93, RUE ARSENAULT;VAL-D'OR,qc, J9P 0E9;active
e329f78e-d6fc-48ac-904e-b303ec4519f4;ARVO1A;AEROPORT REGIONAL DE VAL-D'OR INC;2-93, RUE ARSENAULT;VAL-D'OR (QUÉBEC);active;;J9P 0E9;2745902e-13d5-41a8-992b-de6e4599def2;ARVO1A-004;REUNION;;AEROPORT REGIONAL DE VAL-D'OR INC;2-93, RUE ARSENAULT;VAL-D'OR,qc, J9P 0E9;active
218014b8-6326-4c83-be45-4d58029fd14a;MI-ADM;ADMINISTRATION MIRADO;;;active;;;1abcce46-1c87-4b43-bfe8-2ff3cf4f2a4a;MI-ADM-001;;;ADMINISTRATION MIRADO;;;active
90a39b0e-15fe-484c-bf32-96f3b0db50f1;SIG2G;SIGNEBEC;15, RUE DE VARENNES;GATINEAU, QC;active;;J8T 8G7;ee8a4df2-a635-4289-b397-c20fbe705c3c;SIG2G-001;YANNICK JOANNISSE : 819-635-5058;;AECON;183, RUE GEORGES;GATINEAU,qc, J8M 1T6;active
8f3cac12-27fa-4cd2-8f28-acc9a0042618;AERO1G;GATINEAU AIR SHOWS (2017) INC;17 TAJ COURT;OTTAWA, ON;active;;K1G 5K7;10ebb159-9549-41d7-9ed5-55d5aab02aa4;AERO1G-001;AERO150;;AEROPORT EXECUTIF GATINEAU-OTTAWA;1717, RUE ARTHUR-FECTEAU;GATINEAU,qc, J8R 2Z9;active
388e0fb5-5233-4e0d-a84c-7065c766f6eb;FES1G;FESTIVAL DE MONTGOLFIERES DE GATINEAU;C.P. 1970, SUCC. HULL;GATINEAU, QC;active;;J8X 3Y9;ec07045e-755b-452b-bc61-34963ce6da12;FES1G-013;AEROCLUB (VIP);;PARC LA BAIE;988, RUE SAINT-LOUIS;GATINEAU,qc, J8T 2S4;active
843cae36-f670-46cd-9d5d-6fdac755ff55;0000310104;ALARME PRC;C.P. 79076;GATINEAU, QC;active;;J8Y 6V2;a0156add-d3d8-4324-a936-a38f74c47600;310104-02;;;;17, BOUL ST-RAYMOND;GATINEAU,qc, J8Y 0A1;active
694de918-43f7-4de0-a8a7-ec81fe3593f6;CTE2A;CONSTRUCTION TECH 4390822 CANADA INC;787 BOULEVARD DE L'UNIVERSITE;ROUYN-NORANDA;active;;J9X 7C5;4e406459-b5c8-4d58-abf2-7fe8b5fa448d;CTE2A-001;SURVEILLANCE CHANTIER;DEMANDEUR CLAUDE CARON;AEROPORT;;ROUYN-NORANDA,qc, ;active
6af4a820-ad58-4bee-bc32-26c3dfb29485;0000310133;ALSTOM POWER ET TRANSPORT CANADA INC.;600-1430 BLAIR PLACE;GLOUCESTER, ON;active;;K1J 9N2;99d3129f-bddf-4f2b-9308-9c8279db70ee;310133-01;PATROLS;;;60, RUE JEAN-PROULX;GATINEAU,qc, J8Z 1W1;active
6af4a820-ad58-4bee-bc32-26c3dfb29485;0000310133;ALSTOM POWER ET TRANSPORT CANADA INC.;600-1430 BLAIR PLACE;GLOUCESTER, ON;active;;K1J 9N2;1c20b6b3-045f-4f39-a230-88cc24137410;310133-02;ALARM RESPONSE;;;60, RUE JEAN-PROULX;GATINEAU,qc, J8Z 1W1;active
bca0bd44-5f2e-4307-b9c8-b8cfbc2b863b;0000310179;ALTERNA SAVINGS;319 MCRAE AVENUE;OTTAWA, ON;active;;K1Z 0B9;9b713628-d6f7-4f0b-b668-da3f954df457;310179-01;PATROLS;;;160, BOUL DE L'HOPITAL;GATINEAU,qc, J8T 8J1;active
16d35a47-8d06-4211-a66e-275c8a8ef964;VRN1A;VILLE DE ROUYN-NORANDA;80, AVENUE DE L'AÉROPORT;ROUYN-NORANDA, QC;active;;J9Y 0G1;b8fe86e7-5f47-4ce2-9f96-9faea6e0293d;VRN1A-001;SÉCURITÉ RÉGULIÈRE;;AÉROPORT DE ROUYN-NORANDA;Aéroport De Rouyn Noranda;Rouyn-Noranda, QC, J9Y 0G3;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;8e190af6-e6aa-42b8-adaf-03e4b090a859;PCE1G-002;SURVEILLANCE REGULIERE;;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;b3bca295-63e3-4030-a718-f26d07b49759;PCE1G-004;FORMATION;;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;f89ff13e-0a47-4e8f-85bd-ae3ebb5939ea;PCE1G-089;UNIFORMES ET ÉQUIPEMENTS, SUPERVISEUR;;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;2ad56f99-1719-4534-a74e-92a20af34aaa;PCE1G-136;G-ANIME;;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
a9460f88-6778-47db-94a0-407bda9ad284;0000310095;AGENCE DE LA SANTE ET DES SERVICES SOCIAUX DE L'OUTAOUAIS;85, RUE BELLEHUMEUR, PORTE 301;GATINEAU(QC);active;;J8T 8B7;e58af8c7-f079-4e15-8871-c5e514ffd465;310095-01;;;;;;active
103375f6-5aec-4217-b392-4cde46062ad1;SMCC1G;MUSEE CANADIEN DE L'HISTOIRE;100, RUE LAURIER;GATINEAU, QC;active;;K1A 0M8;5335b3dc-3d94-4da0-8367-5289d615c222;SMCC1G-914;AGM & GALA HOSTED ASS.OF JAPANESE;;;;;active
5f7e5dad-142d-4d9e-abbf-b07bd7e3468a;FEF1A;FOURNIER ET FILS INC;1095, LEO-FOURNIER;VAL-D'OR;active;;J9P 6X6;509f2207-20fc-44f3-9648-d357122b270a;FEF1A-003;BARRIERE A MINERAIS;DEMANDEUR STEVE ROY;AGNICO EAGLE;10200, ROUTE DE PREISSAC;ROUYN-NORANDA,qc, J0Y 1C0;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;5232cacf-535e-4476-9fa3-be1e9f30ee95;PCE1G-143;BAL DE GRADUATION;HORMIDAS GAMELIN;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
388e0fb5-5233-4e0d-a84c-7065c766f6eb;FES1G;FESTIVAL DE MONTGOLFIERES DE GATINEAU;C.P. 1970, SUCC. HULL;GATINEAU, QC;active;;J8X 3Y9;6a00e338-ff38-45e9-b023-5f21b29ac1fa;FES1G-004;SECTEUR SCENE FAMILIALE, AIRE DE DÉTENTE;;PARC LA BAIE;988, RUE SAINT-LOUIS;GATINEAU,qc, J8T 2S4;active
cefac3a6-883b-49e0-a544-b74ee37c52c2;0000310112;GROUPE SECUR PLUS;7535 HENRI BOURASSA EST;MONTREAL, QC;active;;H1E 1N9;46cc7363-477c-43c4-9d10-193614fbf616;310112-01;;;ALDO;75, BOUL DE LA GAPPE;GATINEAU,qc, J8T 0B5;active
cefac3a6-883b-49e0-a544-b74ee37c52c2;0000310112;GROUPE SECUR PLUS;7535 HENRI BOURASSA EST;MONTREAL, QC;active;;H1E 1N9;b63549ec-d194-4828-a914-5f5c42252ce3;310112-02;;;ALDO;75, BOUL DU PLATEAU;GATINEAU,qc, J9A 3G1;active
90a39b0e-15fe-484c-bf32-96f3b0db50f1;SIG2G;SIGNEBEC;15, RUE DE VARENNES;GATINEAU, QC;active;;J8T 8G7;583a4305-9621-4876-99f7-52904c3d9543;SIG2G-076;;;ALEXANDRE-TACHE ET BOUDRIA;;;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;e5b66846-d49b-4678-9498-89200ec7a5c4;PCE1G-148;FORMATION;;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
d504bed2-0189-4252-8df4-9081952b4a5b;PCE1G;AMENAGEMENT GRANRIVE;PLACE DU CENTRE;GATINEAU, QC;active;;J8X 4B7;9488f257-8113-4ce6-83eb-f6503b1e3ca9;PCE1G-149;PARTY HALLOWEEN;;PLACE DU CENTRE;200, PROM DU PORTAGE;GATINEAU,qc, J8X 4B7;active
a9bd808a-6a1f-4669-9711-71fcbdfbfadb;MET7G;INGENIERIE ET CONSTRUCTION;12225, BOUL INDUSTRIEL, SUITE 200;POINTE-AUX-TREMBLES, QC;active;;H1B 5M7;bf743dc3-81e3-4315-9e18-a4019e6b7693;MET7G-002;;;ALIMENTATION PHILIPPE PILON INC.;214, BOUL DE LA CITE-DES-JEUNES;GATINEAU,qc, J8Y 6S8;active
90a39b0e-15fe-484c-bf32-96f3b0db50f1;SIG2G;SIGNEBEC;15, RUE DE VARENNES;GATINEAU, QC;active;;J8T 8G7;ec0ad70b-6fca-4909-8ecd-bda6af9d79e9;SIG2G-027;SEGUIN MORRIS;;ALLUMETTIERES / PONT 50;;;active
9ed957c2-cc66-43fa-92be-b39bdb2cbc0f;ACU1A;ASPLUNDH CANADA ULC;3366, JACOB-JORDAN;TERREBONNE;active;;J6X 4J6;d45d56fc-2e43-4099-b2cf-1f46f6691024;ACU1A-015;;DEMANDEUR STEPHANE FEX;;;ROUYN-NORANDA,qc, ;active
c364fe02-414a-4ed6-8c98-64f8e7d444f3;000GA-4504;ADMINISTRATION GARDA;;;active;;;31286e4e-af01-4665-bc64-a044887d8053;GA-4504-20;PLACE DU CENTRE (SUPERVISEUR) SYLVAIN TESSIER;DEMANDEUR: JULIE BELANGER;AMENAGEMENT GRANRIVE;450-200 Promenade Du Portage;Gatineau, QC, J8X 4B7;active
9f84032d-2e38-46ab-89d6-f918a07823d7;AFAT1A;ASSOCIATION FORESTIERE DE L'ABITIBI TEMISCAMINGUE;102, 7E RUE;ROUYN-NORANDA;active;;J9X 1Z9;346c9400-c5f9-49f0-9e49-10e272b0c1e1;AFAT1A-007;BEAUCE CARNAVAL 2017;;GRANDE PLACE EDMUND-HORNE;14, AVENUE MURDOCH;ROUYN-NORANDA,qc, J9X 1C3;active
c2c5520e-459e-4593-aa26-f8517747b7d5;0000310155;BAIE TRANSPORT INC;1141 CHEMIN VANIER;GATINEAU, QC;active;;J9J 3W9;2a0335f1-9bd3-47bb-a7cf-9fd5d6efc00f;310155-01;PATROUILLES PRÉVENTIVES;;;;;active
3945666c-361f-48e2-a4b0-ac8ab433a462;0000310159;BANK OF MONTREAL CORPORATE SECURITY;129 ST-JACQUES STREET WEST - A LEVEL NORTH;MONTREAL, QC;active;;H2Y 1L6;797b2ab2-5938-4f4f-8068-223f821e35b3;210159-999;;;;;;active
26c9ca60-ff78-4e95-a7cb-30bd4209119c;HLL1G;HILTON LAC LEAMY;3, BOUL DU CASINO;GATINEAU, QC;active;;J8Y 6X4;498f4899-0a68-4ab7-aaf6-6d52c8defd5e;HLL1G-142;BAL DE GRADUATION-AMPRIOR HIGH SCHOOL;;;3, BOUL DU CASINO;GATINEAU,qc, J8Y 6X4;active
ea25bf17-35b8-4e38-840a-35853d084d80;MI-INT2A;OR INTEGRA (QUEBEC) INC;300, 3E AVENUE EST;VAL D'OR, QC;active;;J9P 0J6;58472187-61c0-415c-b9ea-e03c2b6e578c;MI-INT2A-001;;;ANCIENNE MINE SIGMA;ROUTE 117;VAL-D'OR,qc, J9P 1Y2;active
d2fc6df0-0095-4846-a9e3-28fb8604805e;GMTL1G;GARDA MONTREAL;1390, BARRE;MONTREAL, QC;active;;H3C 1N4;33e91566-13a7-4a19-a76d-d96e3411ee56;GMTL1G-077;SIGNALISATION HQ, CONTRAT: 210954-001;;ANDRE LEFEBVRE;523, CHEMIN DE L'ACHIGAN OUEST;STE-SOPHIE,qc, J5J 2R2;active
669c90d8-6f1a-4fd0-8491-dad5e90ee33e;0000310011;VIDEOTRON S.E.N.C.;612, RUE ST-JACQUES;MONTREAL, QC;active;;H3C 4M8;c935d5ba-be46-4541-a593-894156c5b61d;310011-07;;;APPARTEMENTS LE 700 ST-JOSEPH;700, BOUL ST-JOSEPH;GATINEAU,qc, J8Y 4B1;active
669c90d8-6f1a-4fd0-8491-dad5e90ee33e;0000310011;VIDEOTRON S.E.N.C.;612, RUE ST-JACQUES;MONTREAL, QC;active;;H3C 4M8;f4ac96b8-9a55-448d-b34b-1607f3e119bd;310011-11;;;APPARTEMENTS PLACE D'OR;20, RUE CLAIRE;GATINEAU,qc, J8T 6E6;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;1f410b04-5631-43ca-b1b8-4c89caea7430;310003-21;;;ARÉNA BARIBEAU;231, RUE MAGNUS EST;GATINEAU,qc, J8P 4Z7;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;e86baff0-0675-421a-b09d-6291ba847c21;310003-36;;;ARÉNA BEAUDRY;23, RUE ST-ALEXANDRE;GATINEAU,qc, J8V 1A8;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;a55dea3b-d46a-4006-a2ab-3d2fc53204ad;310003-41;;;ARÉNA CAMPEAU;165 Rue des Sables;Gatineau, QC, J8P 7G6;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;1e9ab361-679e-406a-a2bd-7c3b007fa8bf;310003-61;;;ARÉNA CHOLETTE;156 Boulevard de la Cité-des-Jeunes;Gatineau, QC, J8Y 6L9;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;ee3f1af6-4af7-4c9a-a664-3ced107b5463;310003-38;;;ARÉNA FRANK-ROBINSON;9, RUE DU PATRIMOINE;GATINEAU,qc, J9H 3N4;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;713f8fbf-cc03-4828-bb64-a5ed6295ae83;310003-12;;;ARÉNA JEAN-PAUL SABOURIN;70, RUE JEAN-PROULX;GATINEAU,qc, J8Z 1W1;active
6eb38033-1f2f-4039-bd29-4b01ad931b41;T-BLG1G;BANQUE LAURENTIENNE GESTION;1350, RENE LEVESQUE OUEST;MONTREAL, QC;active;;H3G 0A8;2caf1e3d-f264-4aa9-8505-cba91134afe6;BLGEST1G-111;SURVEILLANCE TRAVAUX;;;770, BOUL ST-JOSEPH;GATINEAU,qc, J8Y 4B8;active
6eb38033-1f2f-4039-bd29-4b01ad931b41;T-BLG1G;BANQUE LAURENTIENNE GESTION;1350, RENE LEVESQUE OUEST;MONTREAL, QC;active;;H3G 0A8;2579e370-a96c-49bd-bae0-d3a0646959e9;BLGEST1G-127;SURVEILLANCE TRAVAUX;;;325, BOUL GREBER;GATINEAU,qc, J8T 8J3;active
90a39b0e-15fe-484c-bf32-96f3b0db50f1;SIG2G;SIGNEBEC;15, RUE DE VARENNES;GATINEAU, QC;active;;J8T 8G7;984cddf7-bed8-4068-8a8c-3e30b0a10ea4;SIG2G-017;EMONDEURS;;ARENA MASHAM;102, ROUTE PRINCIPALE EST;SAINTE-CECILE-DE-MASHAM,qc, J0X 2W0;active
2b8177b5-4855-4a03-9c92-49f48acae76d;0000310003;VILLE DE GATINEAU;C.P. 1970, SUCC HULL;GATINEAU(QC);active;;J8X 3Y9;77668478-f51d-4928-9172-9f2e8e99ba9f;310003-33;;;ARÉNA STADE-PIERRE-LAFONTAINE;255, RUE ST-ANTOINE;GATINEAU,qc, J8T 3M8;active
6eb38033-1f2f-4039-bd29-4b01ad931b41;T-BLG1G;BANQUE LAURENTIENNE GESTION;1350, RENE LEVESQUE OUEST;MONTREAL, QC;active;;H3G 0A8;69e665ad-1857-4f7a-8f83-04627c59c879;BLGEST2G-111;DONNER ACCES A IRON MOUNTAIN;DEMANDEUR STÉPHANIE DRAPEAU;;770, BOUL ST-JOSEPH;GATINEAU,qc, J8Y 4B8;active
6eb38033-1f2f-4039-bd29-4b01ad931b41;T-BLG1G;BANQUE LAURENTIENNE GESTION;1350, RENE LEVESQUE OUEST;MONTREAL, QC;active;;H3G 0A8;f1b82e3a-f80f-46a3-abfe-bb9385fd794c;BLGEST2G-579;SURVEILLANCE TRAVAUX;;;75, BOUL DU PLATEAU;GATINEAU,qc, J9A 3G1;active
6eb38033-1f2f-4039-bd29-4b01ad931b41;T-BLG1G;BANQUE LAURENTIENNE GESTION;1350, RENE LEVESQUE OUEST;MONTREAL, QC;active;;H3G 0A8;cdcff2a3-751f-4c85-9941-47f125fb6728;BLGEST3G-111;DONNER ACCES;;;770, BOUL ST-JOSEPH;GATINEAU,qc, J8Y 4B8;active
6eb38033-1f2f-4039-bd29-4b01ad931b41;T-BLG1G;BANQUE LAURENTIENNE GESTION;1350, RENE LEVESQUE OUEST;MONTREAL, QC;active;;H3G 0A8;8c5b86a4-fdf9-487f-8f79-5cd61c5b1c71;BLGEST3G-579;SURVEILLANCE DEMENAGEMENT;DEMANDEUR: STEPHANIE DRAPEAU;;75, BOUL DU PLATEAU;GATINEAU,qc, J9A 3G1;active
4b505466-ab9d-420c-98dc-8f52d37fbc15;T-BLS1G;BANQUE LAURENTIENNE SPECIAUX;1350, BOUL. RENE-LEVESQUE OUEST;MONTREAL QC;active;;H3G 0A8;610cb46a-d008-4000-9cea-0c46395f2ce4;BLCSPEC1G-111;SERRURE BRISEE, AGENT SUR PLACE SUITE A ALARME;;;770, BOUL ST-JOSEPH;GATINEAU,qc, J8Y 4B8;active
4b505466-ab9d-420c-98dc-8f52d37fbc15;T-BLS1G;BANQUE LAURENTIENNE SPECIAUX;1350, BOUL. RENE-LEVESQUE OUEST;MONTREAL QC;active;;H3G 0A8;b22a3e39-cf62-46ce-a364-937a5c46b77d;BLCSPEC1G-127;PATROUILLE URGENCE / NIVEAU D'EAU;DEMANDEUR: ROGER GRAVEL;;325, BOUL GREBER;GATINEAU,qc, J8T 8J3;active
4b505466-ab9d-420c-98dc-8f52d37fbc15;T-BLS1G;BANQUE LAURENTIENNE SPECIAUX;1350, BOUL. RENE-LEVESQUE OUEST;MONTREAL QC;active;;H3G 0A8;bbf5c09e-e52e-487f-95f3-60389ccee6f2;BLCSPEC1G-421;PATROUILLE URGENCE / NIVEAU D'EAU;DEMANDEUR: ROGER GRAVEL;;240, RUE PINCIPALE;GRENVILLE, qc, J0V 1J0;active
4b505466-ab9d-420c-98dc-8f52d37fbc15;T-BLS1G;BANQUE LAURENTIENNE SPECIAUX;1350, BOUL. RENE-LEVESQUE OUEST;MONTREAL QC;active;;H3G 0A8;e0be852b-006b-4de4-8c6f-3553a10eeeef;BLCSPEC1G-433;PATROUILLE URGENCE / NIVEAU D'EAU;DEMANDEUR: ROGER GRAVEL;;148, RUE FRONT;CAMPBELL'S BAY,qc, J0X 1K0;active
